CUPOM;DATA;PLACA;POSTO;KM ATUAL;KM FINAL;DESCRIÇÃO DO ABASTECIMENTO;CONSUMO;DESCONTO;VALOR UNIT;CUSTO TOTAL;C/ DESC;KM Rodados ;KM/Litro;;;;;;;;;;;;
329532;17/09/2024;OQK 6717;BEIRA MINHO;346704;;DIESEL;94,88;;6,09;R$ 577,82;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
293124;17/09/2024;QMQ 5351;TATITA FERNÃO DIAS;432630;;ARLA;25,35;9,13;3,69;R$ 84,43;R$ 3,33;#NOME?;#NOME?;;;;;;;;;;;;
207663;17/09/2024;SIX 6A60;AUTO POSTO 3 CAVALOS;587680;;ARLA;24,00;;2,99;R$ 71,76;R$ 2,99;#NOME?;#NOME?;;;;;;;;;;;;
207662;17/09/2024;SIX 6A60;AUTO POSTO 3 CAVALOS;587680;;DIESEL;341,00;;5,95;R$ 2.028,97;R$ 5,95;#NOME?;#NOME?;;;;;;;;;;;;
388418;17/09/2024;SYJ 0E53;POSTO SÃO JOAQUIM;55526;;DIESEL;50,08;;5,99;R$ 300,00;R$ 5,99;#NOME?;#NOME?;;;;;;;;;;;;
436040;17/09/2024;SYR 8F16;POSTO ZÉ RAMOS;41297;;ARLA;26,41;;3,69;R$ 97,43;R$ 3,69;#NOME?;#NOME?;;;;;;;;;;;;
436217;18/09/2024;CPN 1798;POSTO ZÉ RAMOS;6750920;;DIESEL;137,87;;6,19;R$ 853,42;R$ 6,19;#NOME?;#NOME?;;;;;;;;;;;;
330402;18/09/2024;PZE 8684;BEIRA MINHO;450962;;DIESEL;120,68;;6,09;R$ 734,94;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
330375;18/09/2024;SIJ 7J52;BEIRA MINHO;46586;;DIESEL;54,39;;6,09;R$ 331,24;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
293298;18/09/2024;SYN 6C07 ;TATITA FERNÃO DIAS;47670;;DIESEL;70,02;;6,09;R$ 426,42;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
472822;19/09/2024;EWJ 1D79;DOM PEDRO CAMBUÍ;737549;;DIESEL;30,00;;5,79;R$ 173,70;R$ 5,79;#NOME?;#NOME?;;;;;;;;;;;;
472823;19/09/2024;EWJ 1D79;DOM PEDRO CAMBUÍ;737549;;ARLA;11,71;;2,99;R$ 35,01;R$ 2,99;#NOME?;#NOME?;;;;;;;;;;;;
331490;19/09/2024;FJV 3D37;BEIRA MINHO;132756;;DIESEL;117,62;;6,09;R$ 716,31;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
293562;19/09/2024;FSR 0H16;TATITA FERNÃO DIAS;17973;;GASOLINA;46,33;;5,99;R$ 277,52;R$ 5,99;#NOME?;#NOME?;;;;;;;;;;;;
436707;19/09/2024;FSR 0H16;POSTO ZÉ RAMOS;180489;;GASOLINA;36,57;;6,09;R$ 222,71;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
293740;19/09/2024;FZG 5A23;TATITA FERNÃO DIAS;228481;;ARLA;27,00;9,72;3,69;R$ 89,92;R$ 3,33;#NOME?;#NOME?;;;;;;;;;;;;
843716;19/09/2024;PZA 3995;DOM PEDRO POUSO ALEGRE;344788;;GASOLINA;30,07;;5,89;R$ 177,11;R$ 5,89;#NOME?;#NOME?;;;;;;;;;;;;
224569;19/09/2024;SYJ 0E53;POSTO PICA PAU;56027;;ARLA;29,53;;2,39;R$ 70,58;R$ 2,39;#NOME?;#NOME?;;;;;;;;;;;;
224568;19/09/2024;SYJ 0E53;POSTO PICA PAU;56027;;DIESEL;74,00;25,16;6,43;R$ 450,66;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
291382;20/09/2024;PVD 2450;DOM PEDRO BRAGANÇA ;707440;;DIESEL;43,18;;5,79;R$ 250,01;R$ 5,79;#NOME?;#NOME?;;;;;;;;;;;;
436917;20/09/2024;PZA 3995;TATITA FERNÃO DIAS;345132;;GASOLINA;26,88;;6,09;R$ 163,70;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
237732;20/09/2024;PZE 8684;ULTRAMARINO;451470;;DIESEL;96,63;14,5;6,09;R$ 573,98;R$ 5,94;#NOME?;#NOME?;;;;;;;;;;;;
436878;20/09/2024;SIX 6A60;TATITA FERNÃO DIAS;60177;;ARLA;24,91;;3,69;R$ 91,91;R$ 3,69;#NOME?;#NOME?;;;;;;;;;;;;
401783;21/09/2024;RMF 8H75;DOM PEDRO ITAPEVA;221975;;GASOLINA;48,36;;5,79;R$ 280,00;R$ 5,79;#NOME?;#NOME?;;;;;;;;;;;;
294281;22/09/2024;SYR 8F16;TATITA FERNÃO DIAS;424270;;ARLA;18,15;6,54;3,69;R$ 60,44;R$ 3,33;#NOME?;#NOME?;;;;;;;;;;;;
238281;23/09/2024;BPQ 3I53;ULTRAMARINO;207322;;DIESEL;28,15;4,22;6,09;R$ 167,21;R$ 5,94;#NOME?;#NOME?;;;;;;;;;;;;
"488828	";23/09/2024;BPQ 3I53;DOM PEDRO ATIBAIA;207669;;DIESEL;17,27;;5,79;R$ 100,00;R$ 5,79;#NOME?;#NOME?;;;;;;;;;;;;
144611;23/09/2024;FMZ 8I54;COMBUSTIVEIS PARANA;311875;;DIESEL;180,00;;5,95;R$ 1.071,00;R$ 5,95;#NOME?;#NOME?;;;;;;;;;;;;
877420;23/09/2024;OQG 0668;SIM REDE DE POSTOS;1034371;;DIESEL;440,01;;5,86;R$ 2.578,46;R$ 5,86;#NOME?;#NOME?;;;;;;;;;;;;
294522;23/09/2024;PZA 3995;TATITA FERNÃO DIAS;345312;;GASOLINA;12,86;;5,99;R$ 77,03;R$ 5,99;#NOME?;#NOME?;;;;;;;;;;;;
150168;24/09/2024;FZG 4F66;POSTO PORTAL;476781;;DIESEL;52,62;;6,29;R$ 330,98;R$ 6,29;#NOME?;#NOME?;;;;;;;;;;;;
334975;24/09/2024;OOY 7286;BEIRA MINHO;422973;;DIESEL;113,02;;6,09;R$ 688,29;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
334983;24/09/2024;OQK 6717;BEIRA MINHO;347265;;DIESEL;109,71;;6,09;R$ 668,13;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
48734;24/09/2024;QUM 8566;COMBO AUTO POSTO;154144;;GASOLINA;49,33;;6,16;R$ 303,87;R$ 6,16;#NOME?;#NOME?;;;;;;;;;;;;
1331018;24/09/2024;SYJ 0E53;AUTO POSTO CLARISTELA;57218;;DIESEL;65,68;;6,09;R$ 399,99;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
2394017;25/09/2024;EBO 0I79;SIM REDE DE POSTOS;625038;;DIESEL;360,00;;5,86;R$ 2.109,62;R$ 5,86;#NOME?;#NOME?;;;;;;;;;;;;
2394017;25/09/2024;EBO 0I79;SIM REDE DE POSTOS;625038;;ARLA;34,97;;2,85;R$ 99,66;R$ 2,85;#NOME?;#NOME?;;;;;;;;;;;;
317326;25/09/2024;QMQ 5351;POSTO CINQUENTÃO;434236;;DIESEL;153,19;;5,69;R$ 871,65;R$ 5,69;#NOME?;#NOME?;;;;;;;;;;;;
620404;25/09/2024;QMQ 5351;POSTO ALVORADA;434792;;DIESEL;151,71;;6,06;R$ 919,36;R$ 6,06;#NOME?;#NOME?;;;;;;;;;;;;
250024;25/09/2024;QMQ 5351;POSTO ALVORADA;434792;;ARLA;22,36;;2,99;R$ 66,86;R$ 2,99;#NOME?;#NOME?;;;;;;;;;;;;
438609;25/09/2024;SIJ 7J52;POSTO ZÉ RAMOS;47070;;ARLA;16,83;;3,69;R$ 62,11;R$ 3,69;#NOME?;#NOME?;;;;;;;;;;;;
75539;25/09/2024;SYJ 0E53;AUTO POSTO CLARISTELA;57737;;DIESEL;82,01;;6,09;R$ 499,44;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
75539;25/09/2024;SYJ 0E53;AUTO POSTO CLARISTELA;57737;;ARLA;21,00;;2,99;R$ 62,79;R$ 2,99;#NOME?;#NOME?;;;;;;;;;;;;
558606;25/09/2024;SYR 8F16;AUTO POSTO CLARISTELA;44370;;DIESEL;80,00;;6,67;R$ 533,60;R$ 6,67;#NOME?;#NOME?;;;;;;;;;;;;
558606;25/09/2024;SYR 8F16;AUTO POSTO CLARISTELA;44370;;ARLA;2,79;;15,00;R$ 41,85;R$ 15,00;#NOME?;#NOME?;;;;;;;;;;;;
438482;25/09/2024;SYR 8F16;POSTO ZÉ RAMOS;44635;;ARLA;23,03;;3,69;R$ 84,99;R$ 3,69;#NOME?;#NOME?;;;;;;;;;;;;
295272;26/09/2024;OQG 0668;TATITA FERNÃO DIAS;1305379;;ARLA;35,00;12,6;3,69;R$ 116,56;R$ 3,33;#NOME?;#NOME?;;;;;;;;;;;;
337015;26/09/2024;PZA 3995;BEIRA MINHO;;;GASOLINA;43,65;;6,09;R$ 265,80;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
337162;26/09/2024;QWS 8608;BEIRA MINHO;129937;;DIESEL;181,38;;6,09;R$ 1.104,60;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
295548;27/09/2024;RMF 8H75;TATITA FERNÃO DIAS;222760;;GASOLINA;38,28;;5,99;R$ 229,30;R$ 5,99;#NOME?;#NOME?;;;;;;;;;;;;
296259;30/09/2024;EZT 5167;TATITA FERNÃO DIAS;244000;;GASOLINA;36,44;;5,99;R$ 218,28;R$ 5,99;#NOME?;#NOME?;;;;;;;;;;;;
154715;30/09/2024;OQD 1416;SIM REDE DE POSTOS;1167302;;DIESEL;370,00;;5,85;R$ 2.164,50;R$ 5,85;#NOME?;#NOME?;;;;;;;;;;;;
439974;30/09/2024;RMF 8H75;TATITA FERNÃO DIAS;223272;;GASOLINA;38,24;;6,09;R$ 232,88;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
313164;30/09/2024;SYR 8F16;MAHLE CAPINA;46145;;ARLA;26,00;;3,69;R$ 95,94;R$ 3,69;#NOME?;#NOME?;;;;;;;;;;;;
296408;01/10/2024;FZG 5A23;TATITA FERNÃO DIAS;230141;;ARLA;22,63;8,15;3,69;R$ 75,36;R$ 3,33;#NOME?;#NOME?;;;;;;;;;;;;
296562;01/10/2024;HLV 4105;TATITA FERNÃO DIAS;87084;;GASOLINA;8,35;;5,99;R$ 50,02;R$ 5,99;#NOME?;#NOME?;;;;;;;;;;;;
50552;01/10/2024;QWS 8608;COMBO AUTO POSTO;298114;;DIESEL;150,00;;6,09;R$ 913,50;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
340760;01/10/2024;SIJ 7J52;BEIRA MINHO;47821;;DIESEL;66,32;;6,09;R$ 403,89;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
280346;01/10/2024;SYR 8F16;AUTO POSTO LIMOEIRO;46938;;DIESEL;100,00;;5,69;R$ 569,00;R$ 5,69;#NOME?;#NOME?;;;;;;;;;;;;
296605;02/10/2024;CPN 2A40;TATITA FERNÃO DIAS;500272;;DIESEL;34,55;;6,09;R$ 210,41;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
341771;02/10/2024;FJV 3D37;BEIRA MINHO;133715;;DIESEL;100,28;;6,09;R$ 610,71;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
341771;02/10/2024;FJV 3D37;BEIRA MINHO;133715;;ARLA;13,45;;3,49;R$ 46,93;R$ 3,49;#NOME?;#NOME?;;;;;;;;;;;;
341733;02/10/2024;OOY 7286;BEIRA MINHO;423663;;DIESEL;116,16;;6,09;R$ 707,41;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
29684804;02/10/2024;OQG 0668;SIM REDE DE POSTOS;1037656;;DIESEL;397,11;;5,84;R$ 2.319,12;R$ 5,84;#NOME?;#NOME?;;;;;;;;;;;;
296735;02/10/2024;QMQ 5351;TATITA FERNÃO DIAS;;;ARLA;20,72;7,46;3,69;R$ 68,99;R$ 3,33;#NOME?;#NOME?;;;;;;;;;;;;
296776;02/10/2024;QPA 8450;TATITA FERNÃO DIAS;403170;;ARLA;22,02;7,93;3,69;R$ 73,32;R$ 3,33;#NOME?;#NOME?;;;;;;;;;;;;
296627;02/10/2024;SYN 6C07 ;TATITA FERNÃO DIAS;50418;;ARLA;13,82;4,98;3,69;R$ 46,00;R$ 3,33;#NOME?;#NOME?;;;;;;;;;;;;
148245;03/10/2024;AXS 9G25;SIM REDE DE POSTOS;112474;;DIESEL;296,15;56,28;5,89;R$ 1.688,04;R$ 5,70;#NOME?;#NOME?;;;;;;;;;;;;
297014;03/10/2024;FSR 0H16;TATITA FERNÃO DIAS;180850;;GASOLINA;34,91;;5,99;R$ 209,11;R$ 5,99;#NOME?;#NOME?;;;;;;;;;;;;
788450;03/10/2024;OQD 1416;POSTO ITASUL;116806;;DIESEL;258,02;;5,79;R$ 1.493,94;R$ 5,79;#NOME?;#NOME?;;;;;;;;;;;;
51062;03/10/2024;QUM 8566;COMBO AUTO POSTO;154631;;GASOLINA;48,78;;5,89;R$ 287,31;R$ 5,89;#NOME?;#NOME?;;;;;;;;;;;;
296840;03/10/2024;QWS 8608;TATITA FERNÃO DIAS;986450;;DIESEL;128,91;;6,09;R$ 785,06;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
394653;03/10/2024;SYJ 0E53;POSTO SÃO JOAQUIM;59266;;DIESEL;66,78;;5,99;R$ 399,99;R$ 5,99;#NOME?;#NOME?;;;;;;;;;;;;
343227;04/10/2024;BPQ 3I53;BEIRA MINHO;208959;;DIESEL;33,00;;6,09;R$ 200,97;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
912057;04/10/2024;FZG 4F66;AUTO POSTO MISSÕES;478420;;DIESEL;36,12;;6,44;R$ 232,58;R$ 6,44;#NOME?;#NOME?;;;;;;;;;;;;
343576;04/10/2024;SIJ 7J52;BEIRA MINHO;48312;;DIESEL;44,88;;6,09;R$ 273,32;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
302277;05/10/2024;AXS 9G25;SIM REDE DE POSTOS;1011498;;DIESEL;436,01;82,84;5,98;R$ 2.524,49;R$ 5,79;#NOME?;#NOME?;;;;;;;;;;;;
51746;05/10/2024;NYF 1166;COMBO AUTO POSTO;797166;;DIESEL;216,77;;6,09;R$ 1.320,14;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
950462;06/10/2024;ASW 9991;POSTO SERRAMAR;884906;;DIESEL;300,00;;6,29;R$ 1.887,00;R$ 6,29;#NOME?;#NOME?;;;;;;;;;;;;
441989;07/10/2024;FHI 8909;POSTO ZÉ RAMOS;380874;;DIESEL;88,16;;6,19;R$ 545,71;R$ 6,19;#NOME?;#NOME?;;;;;;;;;;;;
89298;07/10/2024;FZG 5A23;POSTO RODO PETRO;231800;;ARLA;21,00;;2,99;R$ 62,79;R$ 2,99;#NOME?;#NOME?;;;;;;;;;;;;
89298;07/10/2024;FZG 5A23;POSTO RODO PETRO;231800;;DIESEL;133,23;;5,69;R$ 758,07;R$ 5,69;#NOME?;#NOME?;;;;;;;;;;;;
297804;07/10/2024;OQG 0668;TATITA FERNÃO DIAS;103990;;ARLA;2,05;7,94;3,69;-R$ 0,36;-R$ 0,18;#NOME?;#NOME?;;;;;;;;;;;;
442004;07/10/2024;PZA 3995;POSTO ZÉ RAMOS;346278;;GASOLINA;50,00;;6,09;R$ 304,50;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
297793;07/10/2024;RMF 8H75;TATITA FERNÃO DIAS;23627;;GASOLINA;36,66;;5,99;R$ 219,59;R$ 5,99;#NOME?;#NOME?;;;;;;;;;;;;
297813;07/10/2024;SYR 8F16;TATITA FERNÃO DIAS;48010;;ARLA;31,00;11,16;3,69;R$ 103,24;R$ 3,33;#NOME?;#NOME?;;;;;;;;;;;;
345932;08/10/2024;EWJ 1D79;BEIRA MINHO;740859;;DIESEL;156,86;;6,09;R$ 955,28;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
298014;08/10/2024;FSR 0H16;TATITA FERNÃO DIAS;181848;;GASOLINA;41,68;;5,99;R$ 249,66;R$ 5,99;#NOME?;#NOME?;;;;;;;;;;;;
857580;08/10/2024;NYF 1166;POSTO ITABAPOANA;787940;;DIESEL;198,33;;5,79;R$ 1.148,33;R$ 5,79;#NOME?;#NOME?;;;;;;;;;;;;
495550;08/10/2024;OQG 0668;SIM REDE DE POSTOS;1040487;;DIESEL;368,51;;5,70;R$ 2.100,51;R$ 5,70;#NOME?;#NOME?;;;;;;;;;;;;
1055754;08/10/2024;SYJ 0E53;AUTO POSTO RVM MAX;60019;;DIESEL;46,08;;6,09;R$ 280,63;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
1055755;08/10/2024;SYJ 0E53;AUTO POSTO RVM MAX;60019;;ARLA;27,10;;2,99;R$ 81,03;R$ 2,99;#NOME?;#NOME?;;;;;;;;;;;;
89747;09/10/2024;FZG 5A23;POSTO RODO PETRO;232663;;DIESEL;190,20;;5,69;R$ 1.082,24;R$ 5,69;#NOME?;#NOME?;;;;;;;;;;;;
857956;09/10/2024;NYF 1166;POSTO ITABAPOANA;785482;;DIESEL;155,15;;5,79;R$ 898,30;R$ 5,79;#NOME?;#NOME?;;;;;;;;;;;;
52540;09/10/2024;PZA 3995;COMBO AUTO POSTO;346606;;GASOLINA;30,44;;5,89;R$ 179,29;R$ 5,89;#NOME?;#NOME?;;;;;;;;;;;;
23756;09/10/2024;QPA 8450;POSTO GAVIÃO;406620;;DIESEL;88,01;;5,93;R$ 521,87;R$ 5,93;#NOME?;#NOME?;;;;;;;;;;;;
298237;09/10/2024;QPA 8450;TATITA FERNÃO DIAS;406146;;DIESEL;171,96;;6,09;R$ 1.047,24;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
397045;09/10/2024;SYJ 0E53;POSTO SÃO JOAQUIM;675875;;DIESEL;50,08;;5,99;R$ 300,00;R$ 5,99;#NOME?;#NOME?;;;;;;;;;;;;
298441;10/10/2024;FSR 0H16;TATITA FERNÃO DIAS;182396;;GASOLINA;42,18;;5,99;R$ 252,66;R$ 5,99;#NOME?;#NOME?;;;;;;;;;;;;
298547;10/10/2024;RMF 8H75;TATITA FERNÃO DIAS;24182;;GASOLINA;45,12;;5,99;R$ 270,27;R$ 5,99;#NOME?;#NOME?;;;;;;;;;;;;
75610;11/10/2024;BPQ 3I53;POSTO PORTAL;209851;;DIESEL;39,69;;6,29;R$ 249,65;R$ 6,29;#NOME?;#NOME?;;;;;;;;;;;;
145959;11/10/2024;EBO 0I79;DOM PEDRO BARRA MANSA;631255;;DIESEL;331,48;;5,65;R$ 1.872,86;R$ 5,65;#NOME?;#NOME?;;;;;;;;;;;;
298824;11/10/2024;EZT 5167;TATITA FERNÃO DIAS;244436;;GASOLINA;38,25;;5,99;R$ 229,12;R$ 5,99;#NOME?;#NOME?;;;;;;;;;;;;
348974;11/10/2024;FJV 3D37;BEIRA MINHO;134466;;DIESEL;97,45;;6,09;R$ 593,47;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
443227;11/10/2024;FSR 0H16;POSTO ZÉ RAMOS;182784;;GASOLINA;33,67;;6,09;R$ 205,05;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
298611;11/10/2024;FZG 5A23;TATITA FERNÃO DIAS;233334;;ARLA;23,51;8,47;3,69;R$ 78,29;R$ 3,33;#NOME?;#NOME?;;;;;;;;;;;;
298745;11/10/2024;PVD 2450;TATITA FERNÃO DIAS;712663;;ARLA;22,05;7,94;3,69;R$ 73,44;R$ 3,33;#NOME?;#NOME?;;;;;;;;;;;;
349159;11/10/2024;SIJ 7J52;BEIRA MINHO;49059;;DIESEL;62,56;;6,09;R$ 380,99;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
79962;12/10/2024;OQD 1416;COMBUSTIVEIS PARANA;107094;;DIESEL;430,00;;6,06;R$ 2.605,80;R$ 6,06;#NOME?;#NOME?;;;;;;;;;;;;
53792;14/10/2024;QUM 8566;COMBO AUTO POSTO;156135;;GASOLINA;53,70;;5,89;R$ 316,29;R$ 5,89;#NOME?;#NOME?;;;;;;;;;;;;
410283;15/10/2024;FSR 0H16;IMPERADOR DOM PEDRO I;183275;;GASOLINA;40,99;;5,99;R$ 245,53;R$ 5,99;#NOME?;#NOME?;;;;;;;;;;;;
203119;15/10/2024;OQD 1416;OLAREDE RETIRO DA MANTIQUEIRA;117358;;DIESEL;150,00;;8,24;R$ 1.236,00;R$ 8,24;#NOME?;#NOME?;;;;;;;;;;;;
299912;16/10/2024;QMQ 5351;TATITA FERNÃO DIAS;;;ARLA;26,50;9,54;3,69;R$ 88,24;R$ 3,33;#NOME?;#NOME?;;;;;;;;;;;;
300025;16/10/2024;SIX 6A60;TATITA FERNÃO DIAS;64970;;ARLA;27,81;10,01;3,69;R$ 92,61;R$ 3,33;#NOME?;#NOME?;;;;;;;;;;;;
299909;16/10/2024;SYJ 0E53;TATITA FERNÃO DIAS;62114;;ARLA;25,60;9,22;3,69;R$ 85,23;R$ 3,33;#NOME?;#NOME?;;;;;;;;;;;;
1497257;17/10/2024;AXS 9G25;SIM REDE DE POSTOS;1015475;;DIESEL;510,00;;5,85;R$ 2.983,50;R$ 5,85;#NOME?;#NOME?;;;;;;;;;;;;
353418;17/10/2024;SIJ 7J52;BEIRA MINHO;49796;;DIESEL;53,44;;6,09;R$ 325,45;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
3132871;17/10/2024;SIX 6A60;SIM REDE DE POSTOS;66013;;DIESEL;280,02;;5,85;R$ 1.638,12;R$ 5,85;#NOME?;#NOME?;;;;;;;;;;;;
3132885;17/10/2024;SIX 6A60;SIM REDE DE POSTOS;66013;;ARLA;19,46;;3,89;R$ 75,71;R$ 3,89;#NOME?;#NOME?;;;;;;;;;;;;
400111;17/10/2024;SYJ 0E53;POSTO SÃO JOAQUIM;62766;;DIESEL;50,08;;5,99;R$ 300,00;R$ 5,99;#NOME?;#NOME?;;;;;;;;;;;;
47606;18/10/2024;SYJ 0E53;AUTO POSTO RVM MAX;63709;;DIESEL;49,26;;6,09;R$ 300,00;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
300871;20/10/2024;SYR 8F16;TATITA FERNÃO DIAS;51110;;ARLA;23,79;8,57;3,69;R$ 79,21;R$ 3,33;#NOME?;#NOME?;;;;;;;;;;;;
356340;21/10/2024;FJV 3D37;BEIRA MINHO;135163;;DIESEL;93,92;;6,09;R$ 571,97;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
301067;21/10/2024;OQG 0668;TATITA FERNÃO DIAS;1043996;;ARLA;29,82;10,74;3,69;R$ 99,31;R$ 3,33;#NOME?;#NOME?;;;;;;;;;;;;
243252;21/10/2024;OQG 0668;ULTRAMARINO;1044092;;DIESEL;400,00;;6,09;R$ 2.436,00;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
356290;21/10/2024;OQK 6717;BEIRA MINHO;349122;;DIESEL;102,27;;6,09;R$ 622,82;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
356290;21/10/2024;OQK 6717;BEIRA MINHO;349122;;ARLA;16,26;;3,49;R$ 56,76;R$ 3,49;#NOME?;#NOME?;;;;;;;;;;;;
55627;21/10/2024;PZA 3995;COMBO AUTO POSTO;347170;;GASOLINA;45,25;;6,26;R$ 283,27;R$ 6,26;#NOME?;#NOME?;;;;;;;;;;;;
446245;21/10/2024;SYN 6C07 ;POSTO ZÉ RAMOS;58214;;ARLA;14,56;;3,69;R$ 53,71;R$ 3,69;#NOME?;#NOME?;;;;;;;;;;;;
301292;22/10/2024;QQM 5087;TATITA FERNÃO DIAS;435361;;DIESEL;75,20;;5,99;R$ 450,45;R$ 5,99;#NOME?;#NOME?;;;;;;;;;;;;
697320;22/10/2024;SYJ 0E53;POSTO GAVIÃO;64531;;ARLA;25,00;;2,93;R$ 73,25;R$ 2,93;#NOME?;#NOME?;;;;;;;;;;;;
301524;23/10/2024;BPQ 3I53;TATITA FERNÃO DIAS;211623;;DIESEL;34,23;;5,99;R$ 205,04;R$ 5,99;#NOME?;#NOME?;;;;;;;;;;;;
1070930;23/10/2024;BPQ 3I53;AUTO POSTO RVM MAX;212016;;DIESEL;42,72;;6,09;R$ 260,16;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
301706;23/10/2024;EZT 5167;TATITA FERNÃO DIAS;244873;;GASOLINA;37,78;;5,99;R$ 226,30;R$ 5,99;#NOME?;#NOME?;;;;;;;;;;;;
446719;23/10/2024;FSR 0H16;POSTO ZÉ RAMOS;183794;;GASOLINA;45,84;;6,09;R$ 279,17;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
2921;23/10/2024;SYR 8F16;AUTO POSTO SANTA TEREZINHA;52924;;ARLA;12,02;;3,34;R$ 40,14;R$ 3,34;#NOME?;#NOME?;;;;;;;;;;;;
1471520;23/10/2024;SYR 8F16;AUTO POSTO SANTA TEREZINHA;52924;;DIESEL;100,00;70;6,54;R$ 584,00;R$ 5,84;#NOME?;#NOME?;;;;;;;;;;;;
358718;24/10/2024;SIJ 7J52;BEIRA MINHO;50321;;DIESEL;53,03;;6,09;R$ 322,95;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
359906;25/10/2024;FJV 3D37;BEIRA MINHO;135623;;DIESEL;90,00;;6,09;R$ 548,10;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
302100;25/10/2024;FSR 0H16;TATITA FERNÃO DIAS;184211;;GASOLINA;36,39;;5,99;R$ 217,98;R$ 5,99;#NOME?;#NOME?;;;;;;;;;;;;
302076;25/10/2024;QPA 8450;TATITA FERNÃO DIAS;408952;;ARLA;25,85;9,31;3,69;R$ 86,07;R$ 3,33;#NOME?;#NOME?;;;;;;;;;;;;
403067;25/10/2024;SYJ 0E53;POSTO SÃO JOAQUIM;65603;;DIESEL;66,78;;5,99;R$ 400,00;R$ 5,99;#NOME?;#NOME?;;;;;;;;;;;;
302306;26/10/2024;SYR 8F16;TATITA FERNÃO DIAS;53352;;ARLA;22,61;8,14;3,69;R$ 75,28;R$ 3,33;#NOME?;#NOME?;;;;;;;;;;;;
302581;27/10/2024;SIX 6A60;TATITA FERNÃO DIAS;68394;;ARLA;13,73;4,95;3,69;R$ 45,72;R$ 3,33;#NOME?;#NOME?;;;;;;;;;;;;
302856;28/10/2024;FZG 5A23;TATITA FERNÃO DIAS;;;ARLA;20,02;7,21;3,69;R$ 66,66;R$ 3,33;#NOME?;#NOME?;;;;;;;;;;;;
244380;28/10/2024;PZA 3995;ULTRAMARINO;480857;;DIESEL;27,73;4,16;6,09;R$ 164,72;R$ 5,94;#NOME?;#NOME?;;;;;;;;;;;;
616981;28/10/2024;RMF 8H75;RODO POSTO ESTIVA;226841;;GASOLINA;41,85;;5,85;R$ 244,82;R$ 5,85;#NOME?;#NOME?;;;;;;;;;;;;
2297579;28/10/2024;SYR 8F16;SIM REDE DE POSTOS;54620;;ARLA;23,39;;2,85;R$ 66,66;R$ 2,85;#NOME?;#NOME?;;;;;;;;;;;;
362451;29/10/2024;OQK 6717;BEIRA MINHO;349655;;DIESEL;100,30;;6,09;R$ 610,83;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
362431;29/10/2024;SIJ 7J52;BEIRA MINHO;50961;;DIESEL;48,59;;6,09;R$ 295,91;R$ 6,09;#NOME?;#NOME?;;;;;;;;;;;;
471688;29/10/2024;SYR 8F16;REDE MAIOCHI;55067;;DIESEL;120,00;6;6,19;R$ 736,80;R$ 6,14;#NOME?;#NOME?;;;;;;;;;;;;
