CUPOM;DATA;PLACA;POSTO;KM ATUAL;KM FINAL;DESCRIÇÃO DO ABASTECIMENTO;CONSUMO;DESCONTO;VALOR UNIT;CUSTO TOTAL;C/ DESC;KM Rodados ;KM/Litro;;;;;;;;;;;;
215946;23/10/2023;PZA 3995;TATITA FERNÃO DIAS;301232;;GASOLINA;29,34;;5,59;R$ 164,01;R$ 5,59;26181,00;892,33;;;;;;;;;;;;
7855;23/10/2023;PZE 8684;REDETUKAS;393273;;DIESEL;85,00;;5,88;R$ 499,80;R$ 5,88;92041,00;1082,84;;;;;;;;;;;;
215916;23/10/2023;QWS 8608;TATITA FERNÃO DIAS;251523;;ARLA;23,71;8,54;3,69;R$ 78,96;R$ 3,33;;;;;;;;;;;;;;
215869;23/10/2023;RMF 8H75;TATITA FERNÃO DIAS;165425;;GASOLINA;35,71;;5,59;R$ 199,62;R$ 5,59;56180,00;1573,23;;;;;;;;;;;;
342588;23/10/2023;RMF 8H75;POSTO ZÉ RAMOS;165723;;GASOLINA;22,19;;5,89;R$ 130,70;R$ 5,89;298,00;13,43;;;;;;;;;;;;
7855;24/10/2023;FHI 8909;REDETUKAS;339872;;DIESEL;130,00;;5,88;R$ 764,40;R$ 5,88;89256,00;686,58;;;;;;;;;;;;
117829;24/10/2023;FSR 0H16;POSTO ZÉ RAMOS;117829;;GASOLINA;48,58;;5,89;R$ 286,14;R$ 5,89;-510638,00;-10511,06;;;;;;;;;;;;
152181;24/10/2023;FZG 4F66;ULTRAMARINO;420738;;DIESEL;27,75;;6,09;R$ 169,00;R$ 6,09;-237044,00;-8541,82;;;;;;;;;;;;
7855;24/10/2023;FZG 5A23;REDETUKAS;157869;;DIESEL;225,00;;5,88;R$ 1.323,00;R$ 5,88;-175502,00;-780,01;;;;;;;;;;;;
216105;24/10/2023;GGN 2B61;TATITA FERNÃO DIAS;130666;;ARLA;37,24;13,41;3,69;R$ 124,01;R$ 3,33;;;;;;;;;;;;;;
72430;24/10/2023;GWI 4D64;BEIRA MINHO;99443;;DIESEL;154,97;;6,29;R$ 974,76;R$ 6,29;-57447,00;-370,70;;;;;;;;;;;;
7855;24/10/2023;HGJ 5319;REDETUKAS;159797;;DIESEL;76,00;;5,88;R$ 446,88;R$ 5,88;-497985,00;-6552,43;;;;;;;;;;;;
358180;24/10/2023;OQD 1416;DOM PEDRO SÃO JORGE;1055880;;DIESEL;217,17;;5,89;R$ 1.279,14;R$ 5,89;681077,00;3136,12;;;;;;;;;;;;
1082266;24/10/2023;OQG 0668;TIGRÃO DA DUTRA;972777;;DIESEL;420,02;;6,09;R$ 2.557,89;R$ 6,09;552039,00;1314,33;;;;;;;;;;;;
7855;24/10/2023;PVD 2450;REDETUKAS;658726;;DIESEL;110,00;;5,88;R$ 646,80;R$ 5,88;-312800,00;-2843,64;;;;;;;;;;;;
7855;24/10/2023;QPA 8450;REDETUKAS;333809;;DIESEL;90,00;;5,88;R$ 529,20;R$ 5,88;195679,00;2174,21;;;;;;;;;;;;
284773;24/10/2023;RUJ 4I21;DOM PEDRO ATIBAIA;86106;;DIESEL;20,66;;5,99;R$ 123,75;R$ 5,99;-247703,00;-11989,50;;;;;;;;;;;;
7855;24/10/2023;SIJ 7J52;REDETUKAS;5171;;DIESEL;25,00;;5,88;R$ 147,00;R$ 5,88;-505534,00;-20221,36;;;;;;;;;;;;
7855;25/10/2023;ASW 9991;REDETUKAS;822776;;DIESEL;223,00;;5,88;R$ 1.311,24;R$ 5,88;;;;;;;;;;;;;;
73622;25/10/2023;ASW 9991;BEIRA MINHO;822931;;ARLA;22,13;;3,49;R$ 77,24;R$ 3,49;;;;;;;;;;;;;;
349833;25/10/2023;EBO 0I79;POSTO TREVO 2;512091;;DIESEL;100,00;;5,93;R$ 593,02;R$ 5,93;507318,00;5073,03;;;;;;;;;;;;
392788;25/10/2023;EBO 0I79;UIRAPURU;512329;;DIESEL;315,00;;5,86;R$ 1.845,90;R$ 5,86;238,00;0,76;;;;;;;;;;;;
7855;25/10/2023;EWJ 1D79;REDETUKAS;686375;;DIESEL;105,00;;5,88;R$ 617,40;R$ 5,88;175670,00;1673,05;;;;;;;;;;;;
423634;25/10/2023;FMZ 8I54;DOM PEDRO DIVISA ALEGRE;234638;;ARLA;66,79;;2,99;R$ 199,70;R$ 2,99;;;;;;;;;;;;;;
423633;25/10/2023;FMZ 8I54;DOM PEDRO DIVISA ALEGRE;234638;;DIESEL;450,02;;6,09;R$ 2.740,59;R$ 6,09;-140165,00;-311,47;;;;;;;;;;;;
216325;25/10/2023;FSR 0H16;TATITA FERNÃO DIAS;118274;;GASOLINA;31,54;;5,59;R$ 176,31;R$ 5,59;113103,00;3586,02;;;;;;;;;;;;
7855;25/10/2023;FZG 4F66;REDETUKAS;421155;;DIESEL;49,00;;5,88;R$ 288,12;R$ 5,88;186517,00;3806,47;;;;;;;;;;;;
7855;25/10/2023;HOB 1G50;REDETUKAS;681275;;DIESEL;110,00;;5,88;R$ 646,80;R$ 5,88;572030,00;5200,27;;;;;;;;;;;;
73193;25/10/2023;OOY 7286;BEIRA MINHO;403854;;ARLA;1,00;;3,49;R$ 3,49;R$ 3,49;;;;;;;;;;;;;;
7855;25/10/2023;OQD 1416;REDETUKAS;1054257;;DIESEL;112,00;;5,88;R$ 658,56;R$ 5,88;936428,00;8360,96;;;;;;;;;;;;
760754;25/10/2023;QPA 8450;POSTO GAVIÃO;334317;;DIESEL;93,05;;6,03;R$ 561,07;R$ 6,03;-86421,00;-928,79;;;;;;;;;;;;
7855;25/10/2023;QQM 5087;REDETUKAS;277848;;DIESEL;31,00;;5,88;R$ 182,28;R$ 5,88;192628,00;6213,81;;;;;;;;;;;;
576061;25/10/2023;QWS 8608;COMBO AUTO POSTO;252006;;DIESEL;101,24;;6,89;R$ 697,54;R$ 6,89;92524,00;913,91;;;;;;;;;;;;
343024;25/10/2023;RMF 8H75;POSTO ZÉ RAMOS;166192;;GASOLINA;33,36;;5,89;R$ 196,49;R$ 5,89;161419,00;4838,70;;;;;;;;;;;;
7855;25/10/2023;RUJ 4I21;REDETUKAS;86219;;DIESEL;91,00;;5,88;R$ 535,08;R$ 5,88;-32055,00;-352,25;;;;;;;;;;;;
216395;25/10/2023;RUJ 4I21;TATITA FERNÃO DIAS;86331;;ARLA;2,80;1,01;3,69;R$ 9,33;R$ 3,33;;;;;;;;;;;;;;
216362;25/10/2023;SIX 6A60;TATITA FERNÃO DIAS;1714;;ARLA;24,33;8,76;3,69;R$ 81,01;R$ 3,33;;;;;;;;;;;;;;
7855;25/10/2023;SIX 6A60;REDETUKAS;1718;;DIESEL;201,00;;5,88;R$ 1.181,88;R$ 5,88;-154733,00;-769,82;;;;;;;;;;;;
7855;26/10/2023;ASW 9991;REDETUKAS;823171;;DIESEL;140,00;;5,88;R$ 823,20;R$ 5,88;#REF!;#REF!;;;;;;;;;;;;
358887;26/10/2023;EBO 0I79;DOM PEDRO SÃO JORGE;512628;;ARLA;47,16;;2,99;R$ 141,01;R$ 2,99;;;;;;;;;;;;;;
459994;26/10/2023;EBO 0I79;DOM PEDRO SALINAS;512911;;DIESEL;245,06;;6,09;R$ 1.492,42;R$ 6,09;278273,00;1135,53;;;;;;;;;;;;
7855;26/10/2023;FJV 3D37;REDETUKAS;109933;;DIESEL;110,00;;5,88;R$ 646,80;R$ 5,88;-123490,00;-1122,64;;;;;;;;;;;;
520627;26/10/2023;FMZ 8I54;DOM PEDRO ITATIAIUÇU;235546;;DIESEL;480,48;;6,14;R$ 2.950,15;R$ 6,14;-16460,00;-34,26;;;;;;;;;;;;
7855;26/10/2023;FZG 4F66;REDETUKAS;421344;;DIESEL;25,00;;5,88;R$ 147,00;R$ 5,88;-90747,00;-3629,88;;;;;;;;;;;;
7855;26/10/2023;FZG 5A23;REDETUKAS;158423;;DIESEL;120,00;;5,88;R$ 705,60;R$ 5,88;-813993,00;-6783,28;;;;;;;;;;;;
7855;26/10/2023;GGN 2B61;REDETUKAS;131253;;DIESEL;430,00;;5,88;R$ 2.528,40;R$ 5,88;-28229,00;-65,65;;;;;;;;;;;;
74329;26/10/2023;GWI 4D64;BEIRA MINHO;99995;;DIESEL;168,30;;6,29;R$ 1.058,61;R$ 6,29;-558731,00;-3319,85;;;;;;;;;;;;
7855;26/10/2023;HGJ 5319;REDETUKAS;160150;;DIESEL;92,00;;5,88;R$ 540,96;R$ 5,88;-5275,00;-57,34;;;;;;;;;;;;
358885;26/10/2023;OQD 1416;DOM PEDRO SÃO JORGE;1056850;;DIESEL;385,23;;5,89;R$ 2.269,00;R$ 5,89;375575,00;974,94;;;;;;;;;;;;
7855;26/10/2023;OQG 0668;REDETUKAS;974186;;DIESEL;471,00;;5,88;R$ 2.769,48;R$ 5,88;553448,00;1175,05;;;;;;;;;;;;
74390;26/10/2023;OQK 6717;BEIRA MINHO;324164;;DIESEL;80,71;;6,29;R$ 507,67;R$ 6,29;-49907,00;-618,35;;;;;;;;;;;;
7855;26/10/2023;PZE 8684;REDETUKAS;393937;;DIESEL;100,00;;5,88;R$ 588,00;R$ 5,88;19037,00;190,37;;;;;;;;;;;;
7855;26/10/2023;QMQ 5351;REDETUKAS;375601;;DIESEL;174,00;;5,88;R$ 1.023,12;R$ 5,88;370828,00;2131,20;;;;;;;;;;;;
9570;26/10/2023;QMQ 5351;REDETUKAS;392546;;DIESEL;140,00;;5,16;R$ 722,40;R$ 5,16;-266180,00;-1901,29;;;;;;;;;;;;
7855;26/10/2023;QPA 8450;REDETUKAS;334758;;DIESEL;96,00;;5,88;R$ 564,48;R$ 5,88;168566,00;1755,90;;;;;;;;;;;;
7855;26/10/2023;QWS 8608;REDETUKAS;252385;;DIESEL;78,00;;5,88;R$ 458,64;R$ 5,88;-168959,00;-2166,14;;;;;;;;;;;;
Ajuste M.;26/10/2023;RUJ 4I21;;86985;;DIESEL;86,00;;;R$ 0,00;R$ 0,00;-334170,00;-3885,70;;;;;;;;;;;;
359144;27/10/2023;AXS 9G25;DOM PEDRO SÃO JORGE;928323;;DIESEL;322,64;;5,89;R$ 1.900,33;R$ 5,89;842958,00;2612,71;;;;;;;;;;;;
7978;27/10/2023;BPQ 3I53;REDETUKAS;155902;;DIESEL;33,00;;5,75;R$ 189,75;R$ 5,75;-3580,00;-108,48;;;;;;;;;;;;
684690;27/10/2023;BPQ 3I53;DOM PEDRO POUSO ALEGRE;156062;;DIESEL;21,40;;6,19;R$ 132,47;R$ 6,19;160,00;7,48;;;;;;;;;;;;
74935;27/10/2023;CPN 2A40;BEIRA MINHO;375515;;DIESEL;131,62;;6,29;R$ 827,89;R$ 6,29;290272,00;2205,38;;;;;;;;;;;;
356898;27/10/2023;EBO 0I79;DOM PEDRO PARAOPEBA ;513487;;DIESEL;262,00;;6,19;R$ 1.621,78;R$ 6,19;355064,00;1355,21;;;;;;;;;;;;
7978;27/10/2023;EWJ 1D79;REDETUKAS;686718;;DIESEL;85,00;;5,75;R$ 488,75;R$ 5,75;452080,00;5318,59;;;;;;;;;;;;
7978;27/10/2023;FHI 8909;REDETUKAS;340364;;DIESEL;120,00;;5,75;R$ 690,00;R$ 5,75;182495,00;1520,79;;;;;;;;;;;;
180769;27/10/2023;FZG 4F66;FRANGO ASSADO ATIBAIA;421547;;DIESEL;26,98;;6,09;R$ 164,31;R$ 6,09;263124,00;9752,20;;;;;;;;;;;;
1034424;27/10/2023;FZG 4F66;DOM PEDRO ATIBAIA;421849;;DIESEL;42,35;;6,19;R$ 262,15;R$ 6,19;302,00;7,13;;;;;;;;;;;;
7978;27/10/2023;HOB 1G50;REDETUKAS;681927;;DIESEL;172,00;;5,75;R$ 989,00;R$ 5,75;404079,00;2349,30;;;;;;;;;;;;
98923;27/10/2023;OQD 1416;DOM PEDRO ITATIAIUÇU;1057820;;DIESEL;377,32;;6,14;R$ 2.316,74;R$ 6,14;947887,00;2512,16;;;;;;;;;;;;
7978;27/10/2023;PVD 2450;REDETUKAS;659194;;DIESEL;100,00;;5,75;R$ 575,00;R$ 5,75;654023,00;6540,23;;;;;;;;;;;;
554045;27/10/2023;PZE 8684;FRANGO ASSADO ATIBAIA;394139;;ARLA;16,24;;3,79;R$ 61,56;R$ 3,79;;;;;;;;;;;;;;
7978;27/10/2023;QMQ 5351;REDETUKAS;376046;;DIESEL;96,00;;5,75;R$ 552,00;R$ 5,75;445,00;4,64;;;;;;;;;;;;
216721;27/10/2023;RMF 8H75;TATITA FERNÃO DIAS;166631;;GASOLINA;31,53;;5,59;R$ 176,25;R$ 5,59;-887626,00;-28151,79;;;;;;;;;;;;
216694;27/10/2023;RUJ 4I21;TATITA FERNÃO DIAS;86978;;ARLA;2,41;0,87;3,69;R$ 8,03;R$ 3,33;;;;;;;;;;;;;;
7978;27/10/2023;RUJ 4I21;REDETUKAS;86976;;DIESEL;81,00;;5,75;R$ 465,75;R$ 5,75;-736195,00;-9088,83;;;;;;;;;;;;
216909;28/10/2023;FZG 4F66;TATITA FERNÃO DIAS;422057;;DIESEL;32,34;;6,29;R$ 203,42;R$ 6,29;46011,00;1422,73;;;;;;;;;;;;
145670;29/10/2023;FSR 0H16;TATITA CENTRO;118586;;GASOLINA;21,21;;5,69;R$ 120,68;R$ 5,69;-393743,00;-18564,90;;;;;;;;;;;;
263052;30/10/2023;CPN 1798;DOM PEDRO ESTIVA;631303;;DIESEL;122,00;;6,19;R$ 755,18;R$ 6,19;-294157,00;-2411,12;;;;;;;;;;;;
73904;30/10/2023;EBO 0I79;DOM PEDRO BRAGANÇA ;514247;;DIESEL;100,00;;6,19;R$ 619,00;R$ 6,19;138732,00;1387,32;;;;;;;;;;;;
7978;30/10/2023;FZG 4F66;REDETUKAS;422370;;DIESEL;38,00;;5,75;R$ 218,50;R$ 5,75;521,00;13,71;;;;;;;;;;;;
77530;30/10/2023;GWI 4D64;BEIRA MINHO;100417;;DIESEL;152,86;;6,29;R$ 961,49;R$ 6,29;-9516,00;-62,25;;;;;;;;;;;;
7978;30/10/2023;HGJ 5319;REDETUKAS;160451;;DIESEL;80,00;;5,75;R$ 460,00;R$ 5,75;301,00;3,76;;;;;;;;;;;;
77157;30/10/2023;OOY 7286;BEIRA MINHO;404133;;DIESEL;100,98;;6,29;R$ 635,16;R$ 6,29;305149,00;3021,88;;;;;;;;;;;;
217449;30/10/2023;OQG 0668;TATITA FERNÃO DIAS;975075;;ARLA;33,51;12,06;3,69;R$ 111,59;R$ 3,33;;;;;;;;;;;;;;
7978;30/10/2023;OQG 0668;REDETUKAS;975072;;DIESEL;315,00;;5,75;R$ 1.811,25;R$ 5,75;865139,00;2746,47;;;;;;;;;;;;
217371;30/10/2023;PZA 3995;TATITA FERNÃO DIAS;301600;;GASOLINA;36,86;;5,59;R$ 206,05;R$ 5,59;-670816,00;-18199,02;;;;;;;;;;;;
7978;30/10/2023;PZE 8684;REDETUKAS;394436;;DIESEL;80,00;;5,75;R$ 460,00;R$ 5,75;499,00;6,24;;;;;;;;;;;;
116309;30/10/2023;QMQ 5351;POSTO TRANSMARINS;376775;;DIESEL;171,48;;6,29;R$ 1.078,62;R$ 6,29;289799,00;1689,98;;;;;;;;;;;;
344572;30/10/2023;QPA 8450;POSTO ZÉ RAMOS;19,011;;ARLA;19,01;;3,69;R$ 70,15;R$ 3,69;;;;;;;;;;;;;;
7978;30/10/2023;QQM 5087;REDETUKAS;278305;;DIESEL;59,00;;5,75;R$ 339,25;R$ 5,75;-402970,00;-6830,00;;;;;;;;;;;;
577422;30/10/2023;QUM 8566;COMBO AUTO POSTO;138660;;GASOLINA;50,09;;6,89;R$ 345,12;R$ 6,89;-372045,00;-7427,53;;;;;;;;;;;;
7978;30/10/2023;QWS 8608;REDETUKAS;252846;;DIESEL;90,00;;5,75;R$ 517,50;R$ 5,75;-122755,00;-1363,94;;;;;;;;;;;;
361075;31/10/2023;AXS 9G25;DOM PEDRO SÃO JORGE;929399;;DIESEL;426,00;;5,79;R$ 2.466,54;R$ 5,79;247472,00;580,92;;;;;;;;;;;;
217561;31/10/2023;BPQ 3I53;TATITA FERNÃO DIAS;156616;;DIESEL;36,53;;6,29;R$ 229,77;R$ 6,29;-237321,00;-6496,78;;;;;;;;;;;;
7978;31/10/2023;CMR 5I93;REDETUKAS;876178;;DIESEL;95,00;;5,75;R$ 546,25;R$ 5,75;#REF!;#REF!;;;;;;;;;;;;
318513;31/10/2023;FMZ 8I54;DOM PEDRO ITAPEVA;236764;;DIESEL;576,75;;6,19;R$ 3.570,08;R$ 6,19;105511,00;182,94;;;;;;;;;;;;
145979;31/10/2023;FSR 0H16;TATITA CENTRO;119063;;GASOLINA;39,56;;5,69;R$ 225,10;R$ 5,69;-47568,00;-1202,40;;;;;;;;;;;;
8070;31/10/2023;FZG 4F66;REDETUKAS;423061;;DIESEL;36,00;;5,75;R$ 207,00;R$ 5,75;46286,00;1285,72;;;;;;;;;;;;
8070;31/10/2023;HOB 1G50;REDETUKAS;682242;;DIESEL;68,00;;5,75;R$ 391,00;R$ 5,75;260393,00;3829,31;;;;;;;;;;;;
8070;31/10/2023;QPA 8450;REDETUKAS;335419;;DIESEL;146,00;;5,75;R$ 839,50;R$ 5,75;661,00;4,53;;;;;;;;;;;;
223998;31/10/2023;RUJ 4I21;POSTO JR FAISÃO;88031;;DIESEL;90,00;;6,14;R$ 552,60;R$ 6,14;-247388,00;-2748,76;;;;;;;;;;;;
217833;01/11/2023;BPQ 3I53;TATITA FERNÃO DIAS;157225;;DIESEL;13,20;;6,29;R$ 83,03;R$ 6,29;69194,00;5241,97;;;;;;;;;;;;
686589;01/11/2023;BPQ 3I53;DOM PEDRO POUSO ALEGRE;157156;;DIESEL;33,11;;6,19;R$ 204,95;R$ 6,19;-265905,00;-8030,96;;;;;;;;;;;;
79049;01/11/2023;CPN 2A40;BEIRA MINHO;375875;;DIESEL;69,72;;6,29;R$ 438,54;R$ 6,29;-18264,00;-261,96;;;;;;;;;;;;
8070;01/11/2023;EWJ 1D79;REDETUKAS;687173;;DIESEL;111,00;;5,75;R$ 638,25;R$ 5,75;434788,00;3917,01;;;;;;;;;;;;
8070;01/11/2023;FHI 8909;REDETUKAS;340790;;DIESEL;108,00;;5,75;R$ 621,00;R$ 5,75;-587533,00;-5440,12;;;;;;;;;;;;
8070;01/11/2023;FZG 4F66;REDETUKAS;423184;;DIESEL;50,00;;5,75;R$ 287,50;R$ 5,75;284524,00;5690,48;;;;;;;;;;;;
8070;01/11/2023;FZG 5A23;REDETUKAS;160810;;DIESEL;105,00;;5,75;R$ 603,75;R$ 5,75;29557,00;281,50;;;;;;;;;;;;
79367;01/11/2023;GWI 4D64;BEIRA MINHO;100447;;DIESEL;170,27;;6,29;R$ 1.071,00;R$ 6,29;-874625,00;-5136,69;;;;;;;;;;;;
8070;01/11/2023;OQD 1416;REDETUKAS;1058770;;DIESEL;380,00;;5,75;R$ 2.185,00;R$ 5,75;971794,00;2557,35;;;;;;;;;;;;
8070;01/11/2023;OQG 0668;REDETUKAS;975566;;DIESEL;140,00;;5,75;R$ 805,00;R$ 5,75;975546,99;6968,19;;;;;;;;;;;;
79026;01/11/2023;OQK 6717;BEIRA MINHO;324711;;DIESEL;91,48;;6,29;R$ 575,41;R$ 6,29;547,00;5,98;;;;;;;;;;;;
8070;01/11/2023;PVD 2450;REDETUKAS;660124;;DIESEL;125,00;;5,75;R$ 718,75;R$ 5,75;238577,00;1908,62;;;;;;;;;;;;
327180;01/11/2023;PZE 8684;CANALIOLO;395115;;DIESEL;107,05;;6,39;R$ 684,06;R$ 6,39;234664,00;2192,08;;;;;;;;;;;;
8070;01/11/2023;PZE 8684;REDETUKAS;395368;;DIESEL;40,00;;5,75;R$ 230,00;R$ 5,75;253,00;6,33;;;;;;;;;;;;
8070;01/11/2023;QQM 5087;REDETUKAS;278768;;DIESEL;44,00;;5,75;R$ 253,00;R$ 5,75;159705,00;3629,66;;;;;;;;;;;;
8070;01/11/2023;QQM 5087;REDETUKAS;279091;;DIESEL;29,00;;5,75;R$ 166,75;R$ 5,75;-779679,00;-26885,48;;;;;;;;;;;;
686685;01/11/2023;RMF 8H75;DOM PEDRO POUSO ALEGRE;167218;;GASOLINA;40,04;;5,99;R$ 239,84;R$ 5,99;-208828,00;-5215,48;;;;;;;;;;;;
8070;01/11/2023;SIX 6A60;REDETUKAS;3198;;DIESEL;350,00;;5,75;R$ 2.012,50;R$ 5,75;-331119,00;-946,05;;;;;;;;;;;;
218060;02/11/2023;FSR 0H16;TATITA FERNÃO DIAS;119463;;GASOLINA;32,66;;5,59;R$ 182,57;R$ 5,59;-562779,00;-17231,45;;;;;;;;;;;;
345610;02/11/2023;SIX 6A60;POSTO ZÉ RAMOS;3357;;ARLA;26,69;;3,69;R$ 98,47;R$ 3,69;;;;;;;;;;;;;;
8070;03/11/2023;ASW 9991;REDETUKAS;824034;;DIESEL;300,00;;5,75;R$ 1.725,00;R$ 5,75;#REF!;#REF!;;;;;;;;;;;;
8070;03/11/2023;BPQ 3I53;REDETUKAS;157570;;DIESEL;33,00;;5,75;R$ 189,75;R$ 5,75;-183220,00;-5552,12;;;;;;;;;;;;
155136;03/11/2023;CPN 1798;ULTRAMARINO;632015;;DIESEL;148,86;14,89;6,15;R$ 900,61;R$ 6,05;227882,00;1530,84;;;;;;;;;;;;
192549;03/11/2023;EBO 0I79;BRASIL GRILL;515459;;DIESEL;100,00;;6,29;R$ 629,00;R$ 6,29;-459613,00;-4596,13;;;;;;;;;;;;
8070;03/11/2023;FZG 4F66;REDETUKAS;423976;;DIESEL;51,00;;5,75;R$ 293,25;R$ 5,75;-634794,00;-12446,94;;;;;;;;;;;;
8070;03/11/2023;FZG 5A23;REDETUKAS;161259;;DIESEL;100,00;;5,75;R$ 575,00;R$ 5,75;-498865,00;-4988,65;;;;;;;;;;;;
8070;03/11/2023;PVD 2450;REDETUKAS;660426;;DIESEL;74,00;;5,75;R$ 425,50;R$ 5,75;-398344,00;-5383,03;;;;;;;;;;;;
8070;03/11/2023;PZE 8684;REDETUKAS;395539;;DIESEL;26,00;;5,75;R$ 149,50;R$ 5,75;228321,00;8781,58;;;;;;;;;;;;
8070;03/11/2023;QPA 8450;REDETUKAS;336716;;DIESEL;210,00;;5,75;R$ 1.207,50;R$ 5,75;179560,00;855,05;;;;;;;;;;;;
155116;03/11/2023;QWS 8608;ULTRAMARINO;253307;;DIESEL;109,48;10,95;6,15;R$ 662,35;R$ 6,05;-622871,00;-5689,36;;;;;;;;;;;;
167786;03/11/2023;RMF 8H75;TATITA FERNÃO DIAS;167786;;GASOLINA;44,90;;5,59;R$ 250,99;R$ 5,59;164588,00;3665,66;;;;;;;;;;;;
279962;03/11/2023;RUJ 4I21;DOM PEDRO DE LEME;88612;;DIESEL;80,08;;6,09;R$ 487,68;R$ 6,09;-840787,00;-10499,60;;;;;;;;;;;;
156083;06/11/2023;BPQ 3I53;ULTRAMARINO;157979;;DIESEL;31,43;3,14;6,15;R$ 190,15;R$ 6,05;69367,00;2207,03;;;;;;;;;;;;
77694;06/11/2023;BPQ 3I53;DOM PEDRO BRAGANÇA ;157673;;DIESEL;12,56;;6,19;R$ 77,75;R$ 6,19;154316,00;12286,31;;;;;;;;;;;;
8070;06/11/2023;CPN 1798;REDETUKAS;632330;;DIESEL;81,00;;5,75;R$ 465,75;R$ 5,75;236962,00;2925,46;;;;;;;;;;;;
8070;06/11/2023;EBO 0I79;REDETUKAS;516004;;DIESEL;422,00;;5,75;R$ 2.426,50;R$ 5,75;358025,00;848,40;;;;;;;;;;;;
689454;06/11/2023;EWJ 1D79;DOM PEDRO POUSO ALEGRE;687700;;DIESEL;137,47;;6,19;R$ 850,94;R$ 6,19;599669,00;4362,18;;;;;;;;;;;;
1034424;06/11/2023;FSR 0H16;DOM PEDRO ATIBAIA;119995;;GASOLINA;44,90;;5,39;R$ 242,01;R$ 5,39;-37575,00;-836,86;;;;;;;;;;;;
218980;06/11/2023;GGN 2B61;TATITA FERNÃO DIAS;132933;;ARLA;39,01;14,04;3,69;R$ 129,89;R$ 3,33;;;;;;;;;;;;;;
8160;06/11/2023;GGN 2B61;REDETUKAS;132930;;DIESEL;510,00;;5,75;R$ 2.932,50;R$ 5,75;-923920,00;-1811,61;;;;;;;;;;;;
81833;06/11/2023;GWI 4D64;BEIRA MINHO;101495;;DIESEL;171,76;;6,29;R$ 1.080,37;R$ 6,29;-957275,00;-5573,33;;;;;;;;;;;;
8160;06/11/2023;HOB 1G50;REDETUKAS;682898;;DIESEL;150,00;;5,75;R$ 862,50;R$ 5,75;446134,00;2974,23;;;;;;;;;;;;
204466;06/11/2023;OQG 0668;DOM PEDRO PINDAMONHANGABA;977402;;DIESEL;345,00;;5,99;R$ 2.066,55;R$ 5,99;582287,00;1687,79;;;;;;;;;;;;
218817;06/11/2023;PZA 3995;TATITA FERNÃO DIAS;302105;;GASOLINA;19,76;;5,59;R$ 110,46;R$ 5,59;201688,00;10206,88;;;;;;;;;;;;
218987;06/11/2023;QMQ 5351;TATITA FERNÃO DIAS;377912;;ARLA;23,86;8,53;3,69;R$ 79,51;R$ 3,33;;;;;;;;;;;;;;
8070;06/11/2023;QMQ 5351;REDETUKAS;377908;;DIESEL;250,00;;5,75;R$ 1.437,50;R$ 5,75;-597167,00;-2388,67;;;;;;;;;;;;
346656;06/11/2023;RMF 8H75;POSTO ZÉ RAMOS;168219;;GASOLINA;31,18;;5,79;R$ 180,53;R$ 5,79;433,00;13,89;;;;;;;;;;;;
8160;06/11/2023;RUJ 4I21;REDETUKAS;89034;;DIESEL;43,00;;5,75;R$ 247,25;R$ 5,75;-543296,00;-12634,79;;;;;;;;;;;;
8160;07/11/2023;ASW 9991;REDETUKAS;824578;;DIESEL;200,00;;5,75;R$ 1.150,00;R$ 5,75;#REF!;#REF!;;;;;;;;;;;;
8160;07/11/2023;AXS 9G25;REDETUKAS;931014;;DIESEL;470,00;;5,75;R$ 2.702,50;R$ 5,75;774398,00;1647,66;;;;;;;;;;;;
359598;07/11/2023;EBO 0I79;DOM PEDRO PARAOPEBAS;516582;;DIESEL;266,00;;6,19;R$ 1.646,54;R$ 6,19;-115748,00;-435,14;;;;;;;;;;;;
359599;07/11/2023;EBO 0I79;DOM PEDRO PARAOPEBAS;516582;;ARLA;40,08;;2,99;R$ 119,84;R$ 2,99;;;;;;;;;;;;;;
8160;07/11/2023;FZG 5A23;REDETUKAS;161709;;DIESEL;100,00;;5,75;R$ 575,00;R$ 5,75;450,00;4,50;;;;;;;;;;;;
82406;07/11/2023;OOY 7286;BEIRA MINHO;404650;;DIESEL;103,67;;6,29;R$ 652,08;R$ 6,29;317674,00;3064,28;;;;;;;;;;;;
8160;07/11/2023;PZE 8684;REDETUKAS;396916;;DIESEL;95,00;;5,75;R$ 546,25;R$ 5,75;308304,00;3245,31;;;;;;;;;;;;
219066;07/11/2023;PZE 8684;TATITA FERNÃO DIAS;396919;;ARLA;13,46;4,84;3,69;R$ 44,82;R$ 3,33;;;;;;;;;;;;;;
8160;07/11/2023;RUJ 4I21;REDETUKAS;89125;;DIESEL;14,00;;5,75;R$ 80,50;R$ 5,75;91,00;6,50;;;;;;;;;;;;
219040;07/11/2023;SIJ 7J52;TATITA FERNÃO DIAS;5666;;DIESEL;35,62;;6,29;R$ 224,05;R$ 6,29;-152203,00;-4272,96;;;;;;;;;;;;
8160;08/11/2023;BPQ 3I53;REDETUKAS;158096;;DIESEL;16,00;;5,75;R$ 92,00;R$ 5,75;117,00;7,31;;;;;;;;;;;;
264708;08/11/2023;CPN 1798;DOM PEDRO ESTIVA;632341;;DIESEL;129,13;;6,09;R$ 786,40;R$ 6,09;236973,00;1835,15;;;;;;;;;;;;
